<<<<<<< HEAD
RoomID,Name,DateIn,DateOut
102,Thomas Murphy Ballroom 1,2016-12-06,2016-12-11
103,Thomas Murphy Ballroom 2,2016-12-06,2016-12-11
104,Thomas Murphy Ballroom 3,2016-12-06,2016-12-11
105,Thomas Murphy Ballroom 4,2016-12-06,2016-12-11
23,Building A Registration Hall,2016-12-13,2016-12-14
43,Exhibit Hall B4,2016-12-13,2016-12-14
26,Meeting Room A401,2016-12-13,2016-12-14
27,Meeting Room A402,2016-12-13,2016-12-14
28,Meeting Room A403,2016-12-13,2016-12-14
29,Meeting Room A404,2016-12-13,2016-12-14
30,Meeting Room A405,2016-12-13,2016-12-14
37,Meeting Room A412,2016-12-13,2016-12-14
60,Meeting Room B213,2016-12-13,2016-12-14
61,Meeting Room B214,2016-12-13,2016-12-14
89,Meeting Room B401,2016-12-13,2016-12-14
90,Meeting Room B402,2016-12-13,2016-12-14
116,Meeting Room C105,2016-12-13,2016-12-14
117,Meeting Room C106,2016-12-13,2016-12-14
140,Meeting Room C301,2016-12-13,2016-12-14
141,Meeting Room C302,2016-12-13,2016-12-14
122,Room C101 Auditorium,2016-12-13,2016-12-14
39,Sidney Marcus Auditorium,2016-12-13,2016-12-14
102,Thomas Murphy Ballroom 1,2016-12-13,2016-12-14
103,Thomas Murphy Ballroom 2,2016-12-13,2016-12-14
104,Thomas Murphy Ballroom 3,2016-12-13,2016-12-14
105,Thomas Murphy Ballroom 4,2016-12-13,2016-12-14
44,Exhibit Hall B5,2016-12-28,2016-12-29
24,Building A-B Registration Hall,2016-12-25,2017-01-02
106,Exhibit Hall C1,2016-12-25,2017-01-02
107,Exhibit Hall C2,2016-12-25,2017-01-02
108,Exhibit Hall C3,2016-12-25,2017-01-02
109,Exhibit Hall C4,2016-12-25,2017-01-02
137,Georgia Ballroom 1,2016-12-25,2017-01-02
138,Georgia Ballroom 2,2016-12-25,2017-01-02
139,Georgia Ballroom 3,2016-12-25,2017-01-02
114,Meeting Room C103,2016-12-25,2017-01-02
115,Meeting Room C104,2016-12-25,2017-01-02
116,Meeting Room C105,2016-12-25,2017-01-02
116,Meeting Room C105,2016-12-25,2017-01-02
117,Meeting Room C106,2016-12-25,2017-01-02
117,Meeting Room C106,2016-12-25,2017-01-02
118,Meeting Room C107,2016-12-25,2017-01-02
119,Meeting Room C108,2016-12-25,2017-01-02
119,Meeting Room C108,2016-12-25,2017-01-02
120,Meeting Room C109,2016-12-25,2017-01-02
120,Meeting Room C109,2016-12-25,2017-01-02
121,Meeting Room C110,2016-12-25,2017-01-02
124,Meeting Room C201,2016-12-25,2017-01-02
125,Meeting Room C202,2016-12-25,2017-01-02
125,Meeting Room C202,2016-12-25,2017-01-02
126,Meeting Room C203,2016-12-25,2017-01-02
125,Meeting Room C202,2016-12-25,2017-01-02
126,Meeting Room C203,2016-12-25,2017-01-02
127,Meeting Room C204,2016-12-25,2017-01-02
126,Meeting Room C203,2016-12-25,2017-01-02
126,Meeting Room C203,2016-12-25,2017-01-02
127,Meeting Room C204,2016-12-25,2017-01-02
127,Meeting Room C204,2016-12-25,2017-01-02
128,Meeting Room C205,2016-12-25,2017-01-02
129,Meeting Room C206,2016-12-25,2017-01-02
130,Meeting Room C207,2016-12-25,2017-01-02
131,Meeting Room C208,2016-12-25,2017-01-02
131,Meeting Room C208,2016-12-25,2017-01-02
132,Meeting Room C209,2016-12-25,2017-01-02
131,Meeting Room C208,2016-12-25,2017-01-02
132,Meeting Room C209,2016-12-25,2017-01-02
133,Meeting Room C210,2016-12-25,2017-01-02
132,Meeting Room C209,2016-12-25,2017-01-02
132,Meeting Room C209,2016-12-25,2017-01-02
133,Meeting Room C210,2016-12-25,2017-01-02
133,Meeting Room C210,2016-12-25,2017-01-02
134,Meeting Room C211,2016-12-25,2017-01-02
134,Meeting Room C211,2016-12-25,2017-01-02
135,Meeting Room C212,2016-12-25,2017-01-02
134,Meeting Room C211,2016-12-25,2017-01-02
136,Meeting Room C213,2016-12-25,2017-01-02
135,Meeting Room C212,2016-12-25,2017-01-02
135,Meeting Room C212,2016-12-25,2017-01-02
136,Meeting Room C213,2016-12-25,2017-01-02
136,Meeting Room C213,2016-12-25,2017-01-02
140,Meeting Room C301,2016-12-25,2017-01-02
141,Meeting Room C302,2016-12-25,2017-01-02
122,Room C101 Auditorium,2016-12-25,2017-01-02
123,Room C102 Auditorium,2016-12-25,2017-01-02
102,Thomas Murphy Ballroom 1,2016-12-25,2017-01-02
103,Thomas Murphy Ballroom 2,2016-12-25,2017-01-02
104,Thomas Murphy Ballroom 3,2016-12-25,2017-01-02
105,Thomas Murphy Ballroom 4,2016-12-25,2017-01-02
24,Building A-B Registration Hall,2016-12-15,2017-01-08
40,Exhibit Hall B1,2016-12-15,2017-01-08
41,Exhibit Hall B2,2016-12-15,2017-01-08
42,Exhibit Hall B3,2016-12-15,2017-01-08
106,Exhibit Hall C1,2016-12-15,2017-01-08
108,Exhibit Hall C3,2016-12-15,2017-01-08
1,Exhibit Hall A2,2016-12-15,2017-01-08
2,Exhibit Hall A3,2016-12-15,2017-01-08
106,Exhibit Hall C1,2016-12-15,2017-01-08
107,Exhibit Hall C2,2016-12-15,2017-01-08
108,Exhibit Hall C3,2016-12-15,2017-01-08
109,Exhibit Hall C4,2016-12-15,2017-01-08
12,Meeting Room A307,2016-12-15,2017-01-08
17,Meeting Room A311,2016-12-15,2017-01-08
18,Meeting Room A312,2016-12-15,2017-01-08
19,Meeting Room A313,2016-12-15,2017-01-08
20,Meeting Room A314,2016-12-15,2017-01-08
21,Meeting Room A315,2016-12-15,2017-01-08
22,Meeting Room A316,2016-12-15,2017-01-08
36,Meeting Room A411,2016-12-15,2017-01-08
37,Meeting Room A412,2016-12-15,2017-01-08
53,Meeting Room B206,2016-12-15,2017-01-08
54,Meeting Room B207,2016-12-15,2017-01-08
55,Meeting Room B208,2016-12-15,2017-01-08
56,Meeting Room B209,2016-12-15,2017-01-08
58,Meeting Room B211,2016-12-15,2017-01-08
59,Meeting Room B212,2016-12-15,2017-01-08
67,Meeting Room B302,2016-12-15,2017-01-08
68,Meeting Room B303,2016-12-15,2017-01-08
69,Meeting Room B304,2016-12-15,2017-01-08
70,Meeting Room B305,2016-12-15,2017-01-08
77,Meeting Room B312,2016-12-15,2017-01-08
78,Meeting Room B313,2016-12-15,2017-01-08
81,Meeting Room B314,2016-12-15,2017-01-08
93,Meeting Room B405,2016-12-15,2017-01-08
94,Meeting Room B406,2016-12-15,2017-01-08
97,Meeting Room B407,2016-12-15,2017-01-08
114,Meeting Room C103,2016-12-15,2017-01-08
115,Meeting Room C104,2016-12-15,2017-01-08
116,Meeting Room C105,2016-12-15,2017-01-08
117,Meeting Room C106,2016-12-15,2017-01-08
118,Meeting Room C107,2016-12-15,2017-01-08
119,Meeting Room C108,2016-12-15,2017-01-08
120,Meeting Room C109,2016-12-15,2017-01-08
121,Meeting Room C110,2016-12-15,2017-01-08
124,Meeting Room C201,2016-12-15,2017-01-08
125,Meeting Room C202,2016-12-15,2017-01-08
126,Meeting Room C203,2016-12-15,2017-01-08
127,Meeting Room C204,2016-12-15,2017-01-08
128,Meeting Room C205,2016-12-15,2017-01-08
131,Meeting Room C208,2016-12-15,2017-01-08
132,Meeting Room C209,2016-12-15,2017-01-08
133,Meeting Room C210,2016-12-15,2017-01-08
122,Room C101 Auditorium,2016-12-15,2017-01-08
123,Room C102 Auditorium,2016-12-15,2017-01-08
42,Exhibit Hall B3,2017-01-05,2017-01-08
87,Building B Registration Hall,2017-01-09,2017-01-11
89,Meeting Room B401,2017-01-09,2017-01-11
90,Meeting Room B402,2017-01-09,2017-01-11
91,Meeting Room B403,2017-01-09,2017-01-11
92,Meeting Room B404,2017-01-09,2017-01-11
93,Meeting Room B405,2017-01-09,2017-01-11
94,Meeting Room B406,2017-01-09,2017-01-11
97,Meeting Room B407,2017-01-09,2017-01-11
98,Meeting Room B408,2017-01-09,2017-01-11
99,Meeting Room B409,2017-01-09,2017-01-11
100,Meeting Room B411,2017-01-09,2017-01-11
102,Thomas Murphy Ballroom 1,2017-01-09,2017-01-11
103,Thomas Murphy Ballroom 2,2017-01-09,2017-01-11
104,Thomas Murphy Ballroom 3,2017-01-09,2017-01-11
105,Thomas Murphy Ballroom 4,2017-01-09,2017-01-11
40,Exhibit Hall B1,2017-01-09,2017-01-11
41,Exhibit Hall B2,2017-01-09,2017-01-11
42,Exhibit Hall B3,2017-01-09,2017-01-11
87,Building B Registration Hall,2017-01-11,2017-01-14
40,Exhibit Hall B1,2017-01-11,2017-01-14
41,Exhibit Hall B2,2017-01-11,2017-01-14
52,Meeting Room B205,2017-01-11,2017-01-14
53,Meeting Room B206,2017-01-11,2017-01-14
54,Meeting Room B207,2017-01-11,2017-01-14
55,Meeting Room B208,2017-01-11,2017-01-14
56,Meeting Room B209,2017-01-11,2017-01-14
57,Meeting Room B210,2017-01-11,2017-01-14
100,Meeting Room B411,2017-01-11,2017-01-14
106,Exhibit Hall C1,2017-01-05,2017-01-18
107,Exhibit Hall C2,2017-01-05,2017-01-18
108,Exhibit Hall C3,2017-01-05,2017-01-18
109,Exhibit Hall C4,2017-01-05,2017-01-18
114,Meeting Room C103,2017-01-05,2017-01-18
115,Meeting Room C104,2017-01-05,2017-01-18
116,Meeting Room C105,2017-01-05,2017-01-18
117,Meeting Room C106,2017-01-05,2017-01-18
118,Meeting Room C107,2017-01-05,2017-01-18
43,Exhibit Hall B4,2017-01-12,2017-01-16
44,Exhibit Hall B5,2017-01-12,2017-01-16
61,Meeting Room B214,2017-01-12,2017-01-16
62,Meeting Room B215,2017-01-12,2017-01-16
63,Meeting Room B216,2017-01-12,2017-01-16
64,Meeting Room B217,2017-01-12,2017-01-16
2,Exhibit Hall A3,2017-01-14,2017-01-16
88,International Conference Room,2017-01-14,2017-01-16
23,Building A Registration Hall,2017-01-16,2017-01-25
87,Building B Registration Hall,2017-01-16,2017-01-25
25,Executive Boardroom,2017-01-16,2017-01-25
3,Exhibit Hall Meeting Room A101,2017-01-16,2017-01-25
4,Exhibit Hall Meeting Room A102,2017-01-16,2017-01-25
5,Exhibit Hall Meeting Room A103,2017-01-16,2017-01-25
0,Exhibit Hall A1,2017-01-16,2017-01-25
1,Exhibit Hall A2,2017-01-16,2017-01-25
88,International Conference Room,2017-01-16,2017-01-25
6,Meeting Room A301,2017-01-16,2017-01-25
7,Meeting Room A302,2017-01-16,2017-01-25
8,Meeting Room A303,2017-01-16,2017-01-25
9,Meeting Room A304,2017-01-16,2017-01-25
10,Meeting Room A305,2017-01-16,2017-01-25
11,Meeting Room A306,2017-01-16,2017-01-25
12,Meeting Room A307,2017-01-16,2017-01-25
13,Meeting Room A308a,2017-01-16,2017-01-25
14,Meeting Room A308b,2017-01-16,2017-01-25
15,Meeting Room A309,2017-01-16,2017-01-25
16,Meeting Room A310,2017-01-16,2017-01-25
17,Meeting Room A311,2017-01-16,2017-01-25
18,Meeting Room A312,2017-01-16,2017-01-25
19,Meeting Room A313,2017-01-16,2017-01-25
20,Meeting Room A314,2017-01-16,2017-01-25
21,Meeting Room A315,2017-01-16,2017-01-25
22,Meeting Room A316,2017-01-16,2017-01-25
26,Meeting Room A401,2017-01-16,2017-01-25
27,Meeting Room A402,2017-01-16,2017-01-25
28,Meeting Room A403,2017-01-16,2017-01-25
29,Meeting Room A404,2017-01-16,2017-01-25
30,Meeting Room A405,2017-01-16,2017-01-25
31,Meeting Room A406,2017-01-16,2017-01-25
32,Meeting Room A407,2017-01-16,2017-01-25
33,Meeting Room A408,2017-01-16,2017-01-25
34,Meeting Room A409,2017-01-16,2017-01-25
35,Meeting Room A410,2017-01-16,2017-01-25
36,Meeting Room A411,2017-01-16,2017-01-25
37,Meeting Room A412,2017-01-16,2017-01-25
48,Meeting Room B201,2017-01-16,2017-01-25
49,Meeting Room B202,2017-01-16,2017-01-25
50,Meeting Room B203,2017-01-16,2017-01-25
51,Meeting Room B204,2017-01-16,2017-01-25
52,Meeting Room B205,2017-01-16,2017-01-25
53,Meeting Room B206,2017-01-16,2017-01-25
54,Meeting Room B207,2017-01-16,2017-01-25
55,Meeting Room B208,2017-01-16,2017-01-25
56,Meeting Room B209,2017-01-16,2017-01-25
57,Meeting Room B210,2017-01-16,2017-01-25
58,Meeting Room B211,2017-01-16,2017-01-25
59,Meeting Room B212,2017-01-16,2017-01-25
60,Meeting Room B213,2017-01-16,2017-01-25
61,Meeting Room B214,2017-01-16,2017-01-25
62,Meeting Room B215,2017-01-16,2017-01-25
63,Meeting Room B216,2017-01-16,2017-01-25
64,Meeting Room B217,2017-01-16,2017-01-25
65,Meeting Room B218,2017-01-16,2017-01-25
66,Meeting Room B301,2017-01-16,2017-01-25
67,Meeting Room B302,2017-01-16,2017-01-25
68,Meeting Room B303,2017-01-16,2017-01-25
69,Meeting Room B304,2017-01-16,2017-01-25
70,Meeting Room B305,2017-01-16,2017-01-25
71,Meeting Room B306,2017-01-16,2017-01-25
72,Meeting Room B307,2017-01-16,2017-01-25
73,Meeting Room B308,2017-01-16,2017-01-25
74,Meeting Room B309,2017-01-16,2017-01-25
75,Meeting Room B310,2017-01-16,2017-01-25
76,Meeting Room B311,2017-01-16,2017-01-25
77,Meeting Room B312,2017-01-16,2017-01-25
78,Meeting Room B313,2017-01-16,2017-01-25
81,Meeting Room B314,2017-01-16,2017-01-25
82,Meeting Room B315,2017-01-16,2017-01-25
83,Meeting Room B316,2017-01-16,2017-01-25
84,Meeting Room B317,2017-01-16,2017-01-25
85,Meeting Room B318,2017-01-16,2017-01-25
86,Meeting Room B319,2017-01-16,2017-01-25
89,Meeting Room B401,2017-01-16,2017-01-25
90,Meeting Room B402,2017-01-16,2017-01-25
91,Meeting Room B403,2017-01-16,2017-01-25
92,Meeting Room B404,2017-01-16,2017-01-25
93,Meeting Room B405,2017-01-16,2017-01-25
94,Meeting Room B406,2017-01-16,2017-01-25
97,Meeting Room B407,2017-01-16,2017-01-25
98,Meeting Room B408,2017-01-16,2017-01-25
99,Meeting Room B409,2017-01-16,2017-01-25
100,Meeting Room B411,2017-01-16,2017-01-25
39,Sidney Marcus Auditorium,2017-01-16,2017-01-25
102,Thomas Murphy Ballroom 1,2017-01-16,2017-01-25
103,Thomas Murphy Ballroom 2,2017-01-16,2017-01-25
104,Thomas Murphy Ballroom 3,2017-01-16,2017-01-25
105,Thomas Murphy Ballroom 4,2017-01-16,2017-01-25
88,International Conference Room,2017-01-19,2017-01-23
48,Meeting Room B201,2017-01-19,2017-01-23
49,Meeting Room B202,2017-01-19,2017-01-23
50,Meeting Room B203,2017-01-19,2017-01-23
51,Meeting Room B204,2017-01-19,2017-01-23
52,Meeting Room B205,2017-01-19,2017-01-23
53,Meeting Room B206,2017-01-19,2017-01-23
54,Meeting Room B207,2017-01-19,2017-01-23
55,Meeting Room B208,2017-01-19,2017-01-23
56,Meeting Room B209,2017-01-19,2017-01-23
57,Meeting Room B210,2017-01-19,2017-01-23
58,Meeting Room B211,2017-01-19,2017-01-23
59,Meeting Room B212,2017-01-19,2017-01-23
60,Meeting Room B213,2017-01-19,2017-01-23
61,Meeting Room B214,2017-01-19,2017-01-23
62,Meeting Room B215,2017-01-19,2017-01-23
63,Meeting Room B216,2017-01-19,2017-01-23
64,Meeting Room B217,2017-01-19,2017-01-23
65,Meeting Room B218,2017-01-19,2017-01-23
66,Meeting Room B301,2017-01-19,2017-01-23
67,Meeting Room B302,2017-01-19,2017-01-23
68,Meeting Room B303,2017-01-19,2017-01-23
69,Meeting Room B304,2017-01-19,2017-01-23
70,Meeting Room B305,2017-01-19,2017-01-23
71,Meeting Room B306,2017-01-19,2017-01-23
72,Meeting Room B307,2017-01-19,2017-01-23
82,Meeting Room B315,2017-01-19,2017-01-23
83,Meeting Room B316,2017-01-19,2017-01-23
84,Meeting Room B317,2017-01-19,2017-01-23
85,Meeting Room B318,2017-01-19,2017-01-23
86,Meeting Room B319,2017-01-19,2017-01-23
89,Meeting Room B401,2017-01-19,2017-01-23
90,Meeting Room B402,2017-01-19,2017-01-23
91,Meeting Room B403,2017-01-19,2017-01-23
100,Meeting Room B411,2017-01-19,2017-01-23
107,Exhibit Hall C2,2017-01-20,2017-01-21
137,Georgia Ballroom 1,2017-01-20,2017-01-21
138,Georgia Ballroom 2,2017-01-20,2017-01-21
139,Georgia Ballroom 3,2017-01-20,2017-01-21
106,Exhibit Hall C1,2017-01-18,2017-01-23
137,Georgia Ballroom 1,2017-01-25,2017-01-29
138,Georgia Ballroom 2,2017-01-25,2017-01-29
139,Georgia Ballroom 3,2017-01-25,2017-01-29
89,Meeting Room B401,2017-01-25,2017-01-29
90,Meeting Room B402,2017-01-25,2017-01-29
102,Thomas Murphy Ballroom 1,2017-01-25,2017-01-29
103,Thomas Murphy Ballroom 2,2017-01-25,2017-01-29
104,Thomas Murphy Ballroom 3,2017-01-25,2017-01-29
105,Thomas Murphy Ballroom 4,2017-01-25,2017-01-29
25,Executive Boardroom,2017-01-25,2017-02-05
40,Exhibit Hall B1,2017-01-25,2017-02-05
41,Exhibit Hall B2,2017-01-25,2017-02-05
42,Exhibit Hall B3,2017-01-25,2017-02-05
43,Exhibit Hall B4,2017-01-25,2017-02-05
44,Exhibit Hall B5,2017-01-25,2017-02-05
106,Exhibit Hall C1,2017-01-25,2017-02-05
107,Exhibit Hall C2,2017-01-25,2017-02-05
108,Exhibit Hall C3,2017-01-25,2017-02-05
109,Exhibit Hall C4,2017-01-25,2017-02-05
137,Georgia Ballroom 1,2017-01-25,2017-02-05
138,Georgia Ballroom 2,2017-01-25,2017-02-05
139,Georgia Ballroom 3,2017-01-25,2017-02-05
6,Meeting Room A301,2017-01-25,2017-02-05
7,Meeting Room A302,2017-01-25,2017-02-05
8,Meeting Room A303,2017-01-25,2017-02-05
9,Meeting Room A304,2017-01-25,2017-02-05
10,Meeting Room A305,2017-01-25,2017-02-05
11,Meeting Room A306,2017-01-25,2017-02-05
12,Meeting Room A307,2017-01-25,2017-02-05
13,Meeting Room A308a,2017-01-25,2017-02-05
14,Meeting Room A308b,2017-01-25,2017-02-05
15,Meeting Room A309,2017-01-25,2017-02-05
16,Meeting Room A310,2017-01-25,2017-02-05
17,Meeting Room A311,2017-01-25,2017-02-05
18,Meeting Room A312,2017-01-25,2017-02-05
19,Meeting Room A313,2017-01-25,2017-02-05
20,Meeting Room A314,2017-01-25,2017-02-05
21,Meeting Room A315,2017-01-25,2017-02-05
22,Meeting Room A316,2017-01-25,2017-02-05
26,Meeting Room A401,2017-01-25,2017-02-05
27,Meeting Room A402,2017-01-25,2017-02-05
28,Meeting Room A403,2017-01-25,2017-02-05
29,Meeting Room A404,2017-01-25,2017-02-05
30,Meeting Room A405,2017-01-25,2017-02-05
31,Meeting Room A406,2017-01-25,2017-02-05
32,Meeting Room A407,2017-01-25,2017-02-05
33,Meeting Room A408,2017-01-25,2017-02-05
34,Meeting Room A409,2017-01-25,2017-02-05
35,Meeting Room A410,2017-01-25,2017-02-05
36,Meeting Room A411,2017-01-25,2017-02-05
37,Meeting Room A412,2017-01-25,2017-02-05
48,Meeting Room B201,2017-01-25,2017-02-05
49,Meeting Room B202,2017-01-25,2017-02-05
50,Meeting Room B203,2017-01-25,2017-02-05
51,Meeting Room B204,2017-01-25,2017-02-05
52,Meeting Room B205,2017-01-25,2017-02-05
53,Meeting Room B206,2017-01-25,2017-02-05
54,Meeting Room B207,2017-01-25,2017-02-05
55,Meeting Room B208,2017-01-25,2017-02-05
56,Meeting Room B209,2017-01-25,2017-02-05
57,Meeting Room B210,2017-01-25,2017-02-05
58,Meeting Room B211,2017-01-25,2017-02-05
59,Meeting Room B212,2017-01-25,2017-02-05
60,Meeting Room B213,2017-01-25,2017-02-05
61,Meeting Room B214,2017-01-25,2017-02-05
62,Meeting Room B215,2017-01-25,2017-02-05
63,Meeting Room B216,2017-01-25,2017-02-05
64,Meeting Room B217,2017-01-25,2017-02-05
65,Meeting Room B218,2017-01-25,2017-02-05
66,Meeting Room B301,2017-01-25,2017-02-05
67,Meeting Room B302,2017-01-25,2017-02-05
68,Meeting Room B303,2017-01-25,2017-02-05
69,Meeting Room B304,2017-01-25,2017-02-05
70,Meeting Room B305,2017-01-25,2017-02-05
71,Meeting Room B306,2017-01-25,2017-02-05
72,Meeting Room B307,2017-01-25,2017-02-05
73,Meeting Room B308,2017-01-25,2017-02-05
74,Meeting Room B309,2017-01-25,2017-02-05
75,Meeting Room B310,2017-01-25,2017-02-05
76,Meeting Room B311,2017-01-25,2017-02-05
77,Meeting Room B312,2017-01-25,2017-02-05
78,Meeting Room B313,2017-01-25,2017-02-05
81,Meeting Room B314,2017-01-25,2017-02-05
82,Meeting Room B315,2017-01-25,2017-02-05
83,Meeting Room B316,2017-01-25,2017-02-05
84,Meeting Room B317,2017-01-25,2017-02-05
85,Meeting Room B318,2017-01-25,2017-02-05
86,Meeting Room B319,2017-01-25,2017-02-05
89,Meeting Room B401,2017-01-25,2017-02-05
90,Meeting Room B402,2017-01-25,2017-02-05
91,Meeting Room B403,2017-01-25,2017-02-05
92,Meeting Room B404,2017-01-25,2017-02-05
93,Meeting Room B405,2017-01-25,2017-02-05
94,Meeting Room B406,2017-01-25,2017-02-05
97,Meeting Room B407,2017-01-25,2017-02-05
98,Meeting Room B408,2017-01-25,2017-02-05
99,Meeting Room B409,2017-01-25,2017-02-05
100,Meeting Room B411,2017-01-25,2017-02-05
114,Meeting Room C103,2017-01-25,2017-02-05
115,Meeting Room C104,2017-01-25,2017-02-05
116,Meeting Room C105,2017-01-25,2017-02-05
117,Meeting Room C106,2017-01-25,2017-02-05
118,Meeting Room C107,2017-01-25,2017-02-05
119,Meeting Room C108,2017-01-25,2017-02-05
120,Meeting Room C109,2017-01-25,2017-02-05
121,Meeting Room C110,2017-01-25,2017-02-05
124,Meeting Room C201,2017-01-25,2017-02-05
125,Meeting Room C202,2017-01-25,2017-02-05
126,Meeting Room C203,2017-01-25,2017-02-05
127,Meeting Room C204,2017-01-25,2017-02-05
128,Meeting Room C205,2017-01-25,2017-02-05
129,Meeting Room C206,2017-01-25,2017-02-05
130,Meeting Room C207,2017-01-25,2017-02-05
131,Meeting Room C208,2017-01-25,2017-02-05
132,Meeting Room C209,2017-01-25,2017-02-05
133,Meeting Room C210,2017-01-25,2017-02-05
134,Meeting Room C211,2017-01-25,2017-02-05
136,Meeting Room C213,2017-01-25,2017-02-05
140,Meeting Room C301,2017-01-25,2017-02-05
123,Room C102 Auditorium,2017-01-25,2017-02-05
102,Thomas Murphy Ballroom 1,2017-01-25,2017-02-05
103,Thomas Murphy Ballroom 2,2017-01-25,2017-02-05
104,Thomas Murphy Ballroom 3,2017-01-25,2017-02-05
105,Thomas Murphy Ballroom 4,2017-01-25,2017-02-05
1,Exhibit Hall A2,2017-02-02,2017-02-06
2,Exhibit Hall A3,2017-02-02,2017-02-06
15,Meeting Room A309,2017-02-02,2017-02-06
26,Meeting Room A401,2017-02-06,2017-02-08
27,Meeting Room A402,2017-02-06,2017-02-08
28,Meeting Room A403,2017-02-06,2017-02-08
29,Meeting Room A404,2017-02-06,2017-02-08
30,Meeting Room A405,2017-02-06,2017-02-08
31,Meeting Room A406,2017-02-06,2017-02-08
32,Meeting Room A407,2017-02-06,2017-02-08
33,Meeting Room A408,2017-02-06,2017-02-08
34,Meeting Room A409,2017-02-06,2017-02-08
35,Meeting Room A410,2017-02-06,2017-02-08
36,Meeting Room A411,2017-02-06,2017-02-08
37,Meeting Room A412,2017-02-06,2017-02-08
39,Sidney Marcus Auditorium,2017-02-06,2017-02-08
0,Exhibit Hall A1,2017-02-06,2017-02-14
12,Meeting Room A307,2017-02-06,2017-02-14
26,Meeting Room A401,2017-02-06,2017-02-14
27,Meeting Room A402,2017-02-06,2017-02-14
28,Meeting Room A403,2017-02-06,2017-02-14
89,Meeting Room B401,2017-02-07,2017-02-09
90,Meeting Room B402,2017-02-07,2017-02-09
91,Meeting Room B403,2017-02-07,2017-02-09
92,Meeting Room B404,2017-02-07,2017-02-09
93,Meeting Room B405,2017-02-07,2017-02-09
94,Meeting Room B406,2017-02-07,2017-02-09
97,Meeting Room B407,2017-02-07,2017-02-09
98,Meeting Room B408,2017-02-07,2017-02-09
99,Meeting Room B409,2017-02-07,2017-02-09
100,Meeting Room B411,2017-02-07,2017-02-09
102,Thomas Murphy Ballroom 1,2017-02-07,2017-02-09
103,Thomas Murphy Ballroom 2,2017-02-07,2017-02-09
104,Thomas Murphy Ballroom 3,2017-02-07,2017-02-09
105,Thomas Murphy Ballroom 4,2017-02-07,2017-02-09
2,Exhibit Hall A3,2017-02-09,2017-02-13
15,Meeting Room A309,2017-02-09,2017-02-13
17,Meeting Room A311,2017-02-09,2017-02-13
18,Meeting Room A312,2017-02-09,2017-02-13
19,Meeting Room A313,2017-02-09,2017-02-13
20,Meeting Room A314,2017-02-09,2017-02-13
43,Exhibit Hall B4,2017-02-06,2017-02-13
60,Meeting Room B213,2017-02-06,2017-02-13
61,Meeting Room B214,2017-02-06,2017-02-13
62,Meeting Room B215,2017-02-06,2017-02-13
63,Meeting Room B216,2017-02-06,2017-02-13
64,Meeting Room B217,2017-02-06,2017-02-13
109,Exhibit Hall C4,2017-02-08,2017-02-14
106,Exhibit Hall C1,2017-02-08,2017-02-14
107,Exhibit Hall C2,2017-02-08,2017-02-14
108,Exhibit Hall C3,2017-02-08,2017-02-14
114,Meeting Room C103,2017-02-08,2017-02-14
115,Meeting Room C104,2017-02-08,2017-02-14
116,Meeting Room C105,2017-02-08,2017-02-14
117,Meeting Room C106,2017-02-08,2017-02-14
118,Meeting Room C107,2017-02-08,2017-02-14
119,Meeting Room C108,2017-02-08,2017-02-14
120,Meeting Room C109,2017-02-08,2017-02-14
121,Meeting Room C110,2017-02-08,2017-02-14
124,Meeting Room C201,2017-02-08,2017-02-14
125,Meeting Room C202,2017-02-08,2017-02-14
126,Meeting Room C203,2017-02-08,2017-02-14
127,Meeting Room C204,2017-02-08,2017-02-14
128,Meeting Room C205,2017-02-08,2017-02-14
129,Meeting Room C206,2017-02-08,2017-02-14
130,Meeting Room C207,2017-02-08,2017-02-14
131,Meeting Room C208,2017-02-08,2017-02-14
132,Meeting Room C209,2017-02-08,2017-02-14
133,Meeting Room C210,2017-02-08,2017-02-14
134,Meeting Room C211,2017-02-08,2017-02-14
135,Meeting Room C212,2017-02-08,2017-02-14
136,Meeting Room C213,2017-02-08,2017-02-14
140,Meeting Room C301,2017-02-08,2017-02-14
141,Meeting Room C302,2017-02-08,2017-02-14
122,Room C101 Auditorium,2017-02-08,2017-02-14
123,Room C102 Auditorium,2017-02-08,2017-02-14
40,Exhibit Hall B1,2017-02-10,2017-02-12
33,Meeting Room A408,2017-02-10,2017-02-12
36,Meeting Room A411,2017-02-10,2017-02-12
37,Meeting Room A412,2017-02-10,2017-02-12
39,Sidney Marcus Auditorium,2017-02-10,2017-02-12
23,Building A Registration Hall,2017-02-11,2017-02-15
1,Exhibit Hall A2,2017-02-11,2017-02-15
6,Meeting Room A301,2017-02-11,2017-02-15
7,Meeting Room A302,2017-02-11,2017-02-15
8,Meeting Room A303,2017-02-11,2017-02-15
9,Meeting Room A304,2017-02-11,2017-02-15
10,Meeting Room A305,2017-02-11,2017-02-15
11,Meeting Room A306,2017-02-11,2017-02-15
12,Meeting Room A307,2017-02-11,2017-02-15
13,Meeting Room A308a,2017-02-11,2017-02-15
14,Meeting Room A308b,2017-02-11,2017-02-15
15,Meeting Room A309,2017-02-11,2017-02-15
16,Meeting Room A310,2017-02-11,2017-02-15
26,Meeting Room A401,2017-02-11,2017-02-15
27,Meeting Room A402,2017-02-11,2017-02-15
28,Meeting Room A403,2017-02-11,2017-02-15
29,Meeting Room A404,2017-02-11,2017-02-15
